id	declaration	module	label	kind	migration_kind	source_declaration	source_commit	dependencies	type_sha256	notes
NCG-ANL-006	NativeCarryGeometry.Analytic.bracketSeries_eq_factor_mul_canonicalCarryContinuation	NativeCarryGeometry.Analytic.CanonicalContinuation	Canonical Bracket Factorization	theorem	renamed_wrapper	CPFormal.Analytic.Cp.bracketedDirichletChart_eq_cpChartFactor_mul_genuineContinuation	45e99117770d3910770829e4afa9866664cd5711	-	cd989cc363870c1bdfe6ebcacbc8ee8f81ccac5213741579e0cd3869b1f2c59d	Direct public wrapper of the historical result.
NCG-ANL-007	NativeCarryGeometry.Analytic.analyticOnNhd_canonicalCarryContinuation	NativeCarryGeometry.Analytic.CanonicalContinuation	Holomorphy of the Canonical Continuation	theorem	renamed_wrapper	CPFormal.Analytic.Cp.analyticOnNhd_genuineContinuation_genuineCriticalStrip	45e99117770d3910770829e4afa9866664cd5711	-	d843fff6417439022897d35f3697a3fb35e1dbe16a485d21a2ca3716f56d888a	Direct public wrapper of the historical result.
NCG-ANL-008	NativeCarryGeometry.Analytic.bracketSeries_zero_iff_canonicalCarryContinuation_zero	NativeCarryGeometry.Analytic.CanonicalContinuation	Canonical Zero Representation by Any Odd Prime Camera	theorem	renamed_wrapper	CPFormal.Analytic.Cp.bracketedDirichletChart_zero_iff_genuineContinuation_zero	45e99117770d3910770829e4afa9866664cd5711	-	f24cfd10fbb936ed450f48c15e15cce7825fa969d024d5f0d755076684bd83e1	Direct public wrapper; the odd-prime-camera hypotheses remain part of the result.
NCG-BAL-001	NativeCarryGeometry.Arithmetic.Balanced.card_balancedOffsets	NativeCarryGeometry.Arithmetic.BalancedResidue	Balanced Camera Cardinality	theorem	renamed_wrapper	CPFormal.Carry.Cp.card_balancedOffsets	c02e59633935ca75efbbc38dc0f1cc21a4f4bcaa	-	16a7f323b8794d2380ae2fbc42ff316a531e16dd1e9571b4f6f19e31133828ae	Direct public wrapper of the historical result.
NCG-BAL-002	NativeCarryGeometry.Arithmetic.Balanced.balancedOffset_equiv_nonzeroResidue	NativeCarryGeometry.Arithmetic.BalancedResidue	Balanced Residue Representation	abbrev	renamed_abbrev	CPFormal.Carry.Cp.balancedOffsetEquivNonzeroResidue	c02e59633935ca75efbbc38dc0f1cc21a4f4bcaa	-	379cd75532e5a39cef7b25c19acf3772056c5ded5e81837b9e255bccb5d91aec	Citeable equivalence exposed as a noncomputable abbreviation.
NCG-BAL-003	NativeCarryGeometry.Arithmetic.Balanced.centerOffsetDecomposition_existsUnique	NativeCarryGeometry.Arithmetic.BalancedResidue	Canonical Center-Offset Decomposition	theorem	renamed_wrapper	CPFormal.Carry.Cp.existsUnique_incidence	39ba36f6f6f748b5053d7f01de575f1d54e6dd5d	-	00c2cf59ace600d70920fd7548c9fa460c19c555bc207f9174ac5534a13bd93b	Direct public wrapper of the historical result.
NCG-BIN-001	NativeCarryGeometry.Arithmetic.Binary.four_dvd_binaryCenter	NativeCarryGeometry.Arithmetic.BinaryCenter	Binary Center Divisibility	theorem	renamed_wrapper	CPFormal.Carry.C2.four_dvd_adjacentCenter	bf78d450198cfd4ed52b76b8de8a112240acd980	-	870c28067b1c0c20e5f0ad4bd3a263bc336388c7971dfad71e146bd9c82cf4e3	Direct public wrapper of the historical result.
NCG-BIN-002	NativeCarryGeometry.Arithmetic.Binary.binaryCenter_unique	NativeCarryGeometry.Arithmetic.BinaryCenter	Binary Adjacent-Center Uniqueness	theorem	renamed_wrapper	CPFormal.Carry.C2.adjacentCenter_unique	bf78d450198cfd4ed52b76b8de8a112240acd980	-	07b10e096062c8ce9a4d21e3b921a887ba1dab502e4ffbfaec0a98564746b3b3	Direct public wrapper of the historical result.
NCG-BIN-003	NativeCarryGeometry.Arithmetic.Binary.oddLeg_equiv_binaryIncidence	NativeCarryGeometry.Arithmetic.BinaryCenter	Binary Leg-Incidence Bijection	abbrev	renamed_abbrev	CPFormal.Carry.C2.oddLegEquivIncidence	bf78d450198cfd4ed52b76b8de8a112240acd980	-	0d59cf93fba74c3afcad5e1235aaa05c5a2febf0e855eb2121517d15e1388842	Citeable equivalence exposed as a noncomputable abbreviation.
NCG-BIN-004	NativeCarryGeometry.Arithmetic.Binary.binaryEffectiveDepth_eq_centerDepth	NativeCarryGeometry.Arithmetic.BinaryCenter	Binary Carry-Depth Identification	theorem	renamed_wrapper	CPFormal.Carry.C2.effectiveDepth_eq_centerDepth	74590a5b7a1138b6d80c9ce83c96aeac1f6ab233	-	2d4c47a7c0e437322ab8064052bd89c522d6d94956e36c7c25d8f3efedad5df2	Direct public wrapper of the historical result.
NCG-BRK-001	NativeCarryGeometry.Bracket.centeredSecondDifference_neg_radius	NativeCarryGeometry.Bracket.CenteredDifference	Radius Symmetry	theorem	renamed_wrapper	CPFormal.centeredSecondDifference_neg_radius	6fbdc895b985d5152e869fea79a11849044868a0	-	7d710e2d7ba84e06e7ae2c8a43c7d0381c924a8e170b26ebd753310359df500f	Direct public wrapper of the historical result.
NCG-BRK-002	NativeCarryGeometry.Bracket.centeredSecondDifference_add	NativeCarryGeometry.Bracket.CenteredDifference	Bracket Additivity	theorem	renamed_wrapper	CPFormal.centeredSecondDifference_add	6fbdc895b985d5152e869fea79a11849044868a0	-	b1136bae97217c1bde2a9449995711dc9bf5d6d0fcee3c2964636f1122057430	Direct public wrapper of the historical result.
NCG-BRK-003	NativeCarryGeometry.Bracket.Balanced.balancedBracket_eq_saturatedBracket	NativeCarryGeometry.Bracket.BalancedCamera	Centered Bracket Representation	theorem	renamed_wrapper	CPFormal.Genuine.Cp.bracket_eq_saturatedBracket	3a99c2bd6aae8f64f151c3790fc6d14c7195c9e5	-	4eaac9dcc5bcc10e6e877c5ef1f88ea56268f501c85b55988f524313296425ea	Direct public wrapper of the historical result.
NCG-BRK-004	NativeCarryGeometry.Bracket.Balanced.finiteBracketCancellation	NativeCarryGeometry.Bracket.BalancedCamera	Finite Bracket Cancellation	theorem	renamed_wrapper	CPFormal.Genuine.Cp.finite_genuine_cancellation	7f9681abf6f1dcf033f66a42fac259767626c3ae	-	31a3b4d3ce6dbbeaec97109825169874efc991bf2816e5599288681f4e3418c0	Direct public wrapper of the historical result.
NCG-BRK-005	NativeCarryGeometry.Bracket.Balanced.finiteBracketChart_eq_intervalSum_sub_centerCorrection	NativeCarryGeometry.Bracket.BalancedCamera	Finite Bracket-Chart Identity	theorem	renamed_wrapper	CPFormal.Genuine.Cp.finiteChart_eq_positiveIntervalSum_sub_p_mul_centerSum	80e0fce1d43577a3830b4382bda7ecd1fd09e7f0	-	e740a2ce2f8d3fb3ac1de737b870758ef813fdd405c059a0a92652ab1dd3045b	Direct public wrapper of the historical result.
NCG-CUR-001	NativeCarryGeometry.Bracket.Curvature.balancedRadialCurvature_eq_half_pairSum	NativeCarryGeometry.Bracket.RadialCurvature	Paired Curvature Representation	theorem	renamed_wrapper	CPFormal.Analytic.Cp.cpTilt_eq_half_sum_pair	0af57146c9e5ecc21bf5232f7c200d4a1ea1041e	-	2ae07b40c1196c992cff7a78f2cf3fd9c7479f73c5b16416f35fcd6b26872e7d	Direct public wrapper of the historical result.
NCG-CUR-002	NativeCarryGeometry.Bracket.Curvature.balancedRadialCurvature_pos_of_pos	NativeCarryGeometry.Bracket.RadialCurvature	Convex-Side Positivity	theorem	renamed_wrapper	CPFormal.Analytic.Cp.cpTilt_pos_of_delta_pos	0af57146c9e5ecc21bf5232f7c200d4a1ea1041e	-	b401a46740b8ab0b86c889e4250f4c9e28d3d551ab396b6b4cab07fa39e1058e	Direct public wrapper of the historical result.
NCG-CUR-003	NativeCarryGeometry.Bracket.Curvature.balancedRadialCurvature_neg_of_neg	NativeCarryGeometry.Bracket.RadialCurvature	Concave-Side Negativity	theorem	renamed_wrapper	CPFormal.Analytic.Cp.cpTilt_neg_of_neg_one_lt_delta	0af57146c9e5ecc21bf5232f7c200d4a1ea1041e	-	df1d05e94ca9764f5ebac2c5eefd39e893df0923c33c02a27275910ff94965af	Direct public wrapper of the historical result.
NCG-CUR-004	NativeCarryGeometry.Bracket.Curvature.balancedRadialCurvature_eq_zero_iff	NativeCarryGeometry.Bracket.RadialCurvature	Radial Curvature Rigidity	theorem	renamed_wrapper	CPFormal.Analytic.Cp.cpTiltAtSigma_eq_zero_iff_half	0af57146c9e5ecc21bf5232f7c200d4a1ea1041e	-	7decbeedea73b6d681885769db13338df7c29d6df96020445d3fa7f049de1f95	Direct public wrapper of the historical result.
NCG-DEP-001	NativeCarryGeometry.Arithmetic.Balanced.offsetCarries_iff_eq_canonicalOffset	NativeCarryGeometry.Arithmetic.CarryDepth	Unique Carrying Offset	theorem	renamed_wrapper	CPFormal.Carry.Cp.dvd_sub_iff_eq_offset	ce8a16e0b30b5de577b71b3856cd23c939a204ea	-	22278fb9955250d854486411d88a96fc1ef51b13accf34174182c86507b271aa	Direct public wrapper of the historical result.
NCG-DEP-002	NativeCarryGeometry.Arithmetic.Balanced.effectiveDepth_eq_centerDepth	NativeCarryGeometry.Arithmetic.CarryDepth	Carry-Depth Identification	theorem	renamed_wrapper	CPFormal.Carry.Cp.effectiveDepth_eq_centerDepth	ce8a16e0b30b5de577b71b3856cd23c939a204ea	-	3a3936ff13f1fa691ae557a9220c6dbaecf4b2dba22a9dfc464a354066b38320	Direct public wrapper of the historical result.
NCG-EQV-001	NativeCarryGeometry.Equivalence.complexCoordinates_injective	NativeCarryGeometry.Equivalence.ComplexCoordinates	Faithful Complex Coordinate Encoding	theorem	strengthened_new_representation	CPFormal.Analytic.Cp.nativeCarryRealPlaneComplexPackaging_injective	1a658eae199268f6140c82ea92beed5bdef16547	api:NativeCarryGeometry.Equivalence.complexCoordinates	75949179fcc4e316b18015274bb7df44a6a9c24886f4435d1d97ad69194ae70d	The public encoding is an additive equivalence; injectivity follows from that stronger representation.
NCG-EQV-002	NativeCarryGeometry.Equivalence.normSq_complexCoordinates	NativeCarryGeometry.Equivalence.ComplexCoordinates	Energy Preservation under Encoding	theorem	reproved_wrapper	CPFormal.Analytic.Cp.normSq_nativeCarryRealPlaneComplexPackaging	1a658eae199268f6140c82ea92beed5bdef16547	api:NativeCarryGeometry.Equivalence.complexCoordinates	5e6d1880505e99b238e46429f92332130c43d49f1df91b3d9d913ec937075a3c	Reproved for the additive-equivalence presentation.
NCG-EQV-003	NativeCarryGeometry.Equivalence.complexCoordinates_finiteOperator	NativeCarryGeometry.Equivalence.ComplexCoordinates	Finite-Operator Naturality	theorem	reproved_composed	CPFormal.Analytic.Cp.nativeCarryRealPlaneComplexPackaging_finiteChartAt	1a658eae199268f6140c82ea92beed5bdef16547	NCG-OPR-001,api:NativeCarryGeometry.Equivalence.complexCoordinates	c92e9635280d0bbce1956c277f1d11b8ce946d0c00cfb36710f039f3e49c5500	Reconstructed using additive naturality of the registered finite operator.
NCG-EQV-004	NativeCarryGeometry.Equivalence.finiteOperator_eq_zero_iff_complexCoordinates_eq_zero	NativeCarryGeometry.Equivalence.ComplexCoordinates	Finite Zero-Set Equivalence	theorem	reproved_composed	CPFormal.Analytic.Cp.nativeCarryFiniteSaturatedChart_zero_iff_packaged_zero	33dc3f1875ac6db17d9d6b8384d2d494f583fb8d	NCG-EQV-001	bc989d8e3f4ea3ee825b567ad4f4b6db295eeb7f87a5304add7dd9cb68981ba1	The closest historical packaged-zero theorem is reproved through injectivity of the new equivalence.
NCG-EQV-005	NativeCarryGeometry.Equivalence.complexCoordinates_realCarryState_eq_powerMonomial	NativeCarryGeometry.Equivalence.RealAnalyticBoundary	Radial-State/Power-Monomial Coordinate Identity	theorem	renamed_wrapper	CPFormal.Analytic.Cp.nativeCarryRealPlaneComplexPackaging_sampleAt_eq_dirichletTerm	8cee49af8fefc4baef61c1dc27ee5eabcf071878	-	8752d2389d054f7097c016b2f8e100337d97cc3c0dcae87f9f2c26575c042e43	Compatibility wrapper for the ambient radial chart; the native fixed-state identity is exposed separately.
NCG-EQV-006	NativeCarryGeometry.Equivalence.complexCoordinates_finiteRealOperator_eq_finiteBracketChart	NativeCarryGeometry.Equivalence.RealAnalyticBoundary	Finite Real/Analytic Operator Identity	theorem	renamed_wrapper	CPFormal.Analytic.Cp.nativeCarryRealPlaneComplexPackaging_finiteChartAt_eq_dirichlet	8cee49af8fefc4baef61c1dc27ee5eabcf071878	-	b39c5f4a8f5d21a43aed032c4aa1f324ec1875bce88b77636642cb21730a059a	Direct public wrapper with formalized public nomenclature.
NCG-EQV-007	NativeCarryGeometry.Equivalence.boundaryConvergesToZero_iff_canonicalCarryContinuation_eq_zero	NativeCarryGeometry.Equivalence.RealAnalyticBoundary	Camera-Three Boundary/Continuation Zero Equivalence	theorem	renamed_wrapper	CPFormal.Analytic.Cp.nativeCarryRealBoundaryClosure_iff_genuineContinuation_zero	8cee49af8fefc4baef61c1dc27ee5eabcf071878	-	286544b42319e38ad00ce5e0532e69723796a34f9c5f1c0ae9ea0d6dcac510eb	The camera-three specialization and open-strip hypothesis are part of the citeable statement.
NCG-EQV-008	NativeCarryGeometry.Equivalence.isRealCarryOperatorZero_iff_isCanonicalCarryOperatorZero	NativeCarryGeometry.Equivalence.RealAnalyticBoundary	Real/Analytic Radial-Presentation Identity	theorem	composed_new	-	-	NCG-EQV-007,api:NativeCarryGeometry.Operator.IsRealCarryOperatorZero,api:NativeCarryGeometry.Equivalence.IsCanonicalCarryOperatorZero	fbbd16b89fb0b8fb9e20ca930c3ce06021942524e92883e57fe70f39f7379e0e	Identity of the ambient radial-presentation predicates; native zero equivalence is exposed separately without an added mass condition.
NCG-EQV-009	NativeCarryGeometry.Equivalence.canonicalCarryOperatorZero_re_eq_half	NativeCarryGeometry.Equivalence.RealAnalyticBoundary	Canonical Analytic Radial-Presentation Uniqueness	theorem	composed_new	-	-	NCG-EQV-008,NCG-OPR-005	ee0901c138ebfdfff2c52e70252336ba344d0698033f49e7d8bb98f05081a7af	Uniqueness corollary for the ambient analytic radial presentation.
NCG-EQV-010	NativeCarryGeometry.Equivalence.finiteNativeOperator_eq_zero_iff_complexCoordinates_eq_zero	NativeCarryGeometry.Equivalence.ComplexCoordinates	Native Finite Zero Coordinate Identity	theorem	composed_new	-	-	NCG-EQV-001	bea55af94337e27715dd1858d128effc3fc1f8da17ea4cef51263bef15acf64c	The finite native real operator and its complex-coordinate image have exactly the same zeros.
NCG-EQV-011	NativeCarryGeometry.Equivalence.nativeBoundaryConvergesToZero_iff_nativeCarryAnalyticReadout_eq_zero	NativeCarryGeometry.Equivalence.RealAnalyticBoundary	Native Boundary/Analytic Readout Zero Identity	theorem	composed_new	-	-	NCG-EQV-007,api:NativeCarryGeometry.Operator.radialDeformationBoundary_half_iff_native	cde4614e99b39a3d4b758459aa4a9cfd67a654ca13e2a8f716ac1ab800a2e4e4	The camera-three native boundary and the analytic readout of the same weighted tower have identical zero predicates.
NCG-EQV-012	NativeCarryGeometry.Equivalence.isNativeRealCarryOperatorZero_iff_isNativeCanonicalCarryOperatorZero	NativeCarryGeometry.Equivalence.RealAnalyticBoundary	Native Real/Analytic Operator Zero Identity	theorem	composed_new	-	-	NCG-EQV-011	943994cf93fc062f717145e4cb5cb64b095bc259e2af120aa8cc214714c89ec1	The native real operator zero and its analytic coordinate presentation are the same proposition.
NCG-MAS-001	NativeCarryGeometry.Measure.criticalAmplitude_sq_eq_carryMass	NativeCarryGeometry.Measure.CarryMass	Critical Amplitude-Mass Identity	theorem	renamed_wrapper	CPFormal.Carry.Cp.criticalAmplitude_sq_eq_mass	f65e778a7628e01e209133ce791f4eda3c99312e	-	f0668fb76b20802e764d851fc01e29977c8e1dec7cdcd35c5c68047fd819e962	Direct public wrapper of the historical result.
NCG-MAS-002	NativeCarryGeometry.Measure.carryMass_effectiveDepth_eq_centerDepth	NativeCarryGeometry.Measure.CarryMass	Carry-Mass Depth Transport	theorem	renamed_wrapper	CPFormal.Carry.Cp.criticalMass_effectiveDepth_eq_centerDepth	f65e778a7628e01e209133ce791f4eda3c99312e	-	202242401c9234399375a68b0f4802b168855ff8fbb6cec6d61c713e49468336	Direct public wrapper of the historical result.
NCG-MAS-003	NativeCarryGeometry.Measure.nativeTowerAmplitude_sq_eq_mass	NativeCarryGeometry.Measure.CarryMass	Native Tower Amplitude-Mass Identity	theorem	composed_new	-	-	NCG-MAS-001	eabb17e8817e9115096e293bda486cceb23479ad2c896fefc26b8fc347176749	The positive-integer native tower is constructed with quadratic amplitude whose square is its carry mass.
NCG-OPR-001	NativeCarryGeometry.Operator.map_finiteSaturatedBracketOperator	NativeCarryGeometry.Operator.FiniteRealOperator	Additive Naturality of the Finite Operator	theorem	renamed_wrapper	CPFormal.Analytic.Cp.map_nativeCarryFiniteSaturatedChart	aca6e10ec5a17872af62369013ac07fe0e022acb	-	c64101147c140f34229349036c08f0279844654b9acd15d7f2f200c2e59310dc	Direct public wrapper of the historical result.
NCG-OPR-002	NativeCarryGeometry.Operator.quadraticEnergy_eq_zero_iff	NativeCarryGeometry.Operator.FiniteRealOperator	Faithfulness of Visible Energy	theorem	renamed_wrapper	CPFormal.Analytic.Cp.nativeCarryRealPlaneEnergy_eq_zero_iff	aca6e10ec5a17872af62369013ac07fe0e022acb	-	bb097ce4019bee39bcb8f87903afb1f14c1f4ae6f8cbd328d90b8b45f46714cb	Direct public wrapper of the historical result.
NCG-OPR-003	NativeCarryGeometry.Operator.isFiniteRealCarryOperatorZero_iff	NativeCarryGeometry.Operator.FiniteRealOperator	Finite Radial-Presentation Factorization	theorem	renamed_wrapper	CPFormal.Analytic.Cp.nativeCarryRealPlaneAdmissibleFiniteZero_iff	aca6e10ec5a17872af62369013ac07fe0e022acb	-	bd8170b0a510c433e2707ecc4834ed7f3992abb217264c9d0437cb798f87f8d8	Compatibility factorization for the finite radial chart; the native finite zero has no added mass predicate.
NCG-OPR-004	NativeCarryGeometry.Operator.isRealCarryOperatorZero_iff	NativeCarryGeometry.Operator.ZeroSetFactorization	Radial Presentation Factorization	theorem	reproved_composed	CPFormal.Analytic.Cp.isNativeCarryRealOperatorZero_iff	3eb304600b9991b3b4cff96a2fc65bf8b82bbeba	NCG-AMP-003,NCG-AMP-006	88c69eeaf698a305bc150378cdc002496325c467440a633063f90b7f1f700b50	The theorem classifies when a radial deformation presents a native zero; mass is already upstream in the native tower.
NCG-OPR-005	NativeCarryGeometry.Operator.realCarryOperatorZero_sigma_eq_half	NativeCarryGeometry.Operator.ZeroSetFactorization	Radial-Presentation Uniqueness Corollary	theorem	reproved_composed	CPFormal.Analytic.Cp.nativeCarryRealOperatorZero_sigma_eq_half	3eb304600b9991b3b4cff96a2fc65bf8b82bbeba	NCG-OPR-004	780a644d668dd2dde259f56b502c8e1aca882b254a3fc3c4a6f39eeed0df80ea	Uniqueness is derived from the public radial-presentation factorization.
NCG-OPR-006	NativeCarryGeometry.Operator.not_realCarryOperatorZero_of_sigma_ne_half	NativeCarryGeometry.Operator.ZeroSetFactorization	Off-Shell Nonrepresentation Corollary	theorem	reproved_composed	CPFormal.Analytic.Cp.nativeCarryRealOperatorZero_ne_of_sigma_ne_half	3eb304600b9991b3b4cff96a2fc65bf8b82bbeba	NCG-OPR-005	1bbb505c77c30bb71802355f1b7189b7eed1ff53cf3b9486a72f8fafa9fc216c	Contrapositive corollary of radial-presentation uniqueness.
NCG-POS-001	NativeCarryGeometry.Arithmetic.positionalDecompositionAtDepth_existsUnique	NativeCarryGeometry.Arithmetic.PositionalDecomposition	Canonical Positional Decomposition	theorem	renamed_wrapper	CPFormal.Carry.Positional.positionalDecompositionAtDepth_existsUnique	d8d905b3653a03e5a0d3ed09b2c096e351c060b2	-	44495cfeb8002e4cc935ea98bcdd8a44efe6b8aa0bc061174af1b96c82dc8bc2	Direct public wrapper of the historical result.
NCG-POS-002	NativeCarryGeometry.Arithmetic.positionalDepth_factorization_existsUnique	NativeCarryGeometry.Arithmetic.PositionalDecomposition	Positional Depth Factorization	theorem	renamed_wrapper	CPFormal.Carry.Positional.positionalDepth_factorization_existsUnique	d8d905b3653a03e5a0d3ed09b2c096e351c060b2	-	3c40d22fa783b307ac7981187a261f5ab032a253befa0e4cfad3c606fa1c9953	Direct public wrapper of the historical result.
NCG-POS-003	NativeCarryGeometry.Arithmetic.positionalDepth_spec	NativeCarryGeometry.Arithmetic.PositionalDecomposition	Maximal Positional Depth	theorem	renamed_wrapper	CPFormal.Carry.Positional.positionalDepth_spec	d8d905b3653a03e5a0d3ed09b2c096e351c060b2	-	be8933dba3d5ea3f5e59273a96586127f7b31f02ecc2b60a8c6929310142112c	Direct public wrapper of the historical result.
NCG-POS-004	NativeCarryGeometry.Arithmetic.residueAtDepth_eq_zero_iff_pow_dvd	NativeCarryGeometry.Arithmetic.PositionalDecomposition	Positional Carry-Event Divisibility Criterion	theorem	renamed_wrapper	CPFormal.Carry.Positional.residueAtDepth_eq_zero_iff_pow_dvd	d8d905b3653a03e5a0d3ed09b2c096e351c060b2	-	33c5cd1f5cd11464167a73644eaa464231887d7813d81fb43048072b6c482d0c	The zero-residue event is exactly divisibility by the depth modulus.
NCG-PRB-001	NativeCarryGeometry.Measure.uniformCarryEvent_probability	NativeCarryGeometry.Measure.CarryProbability	Uniform Carry Probability Law	theorem	renamed_wrapper	CPFormal.Carry.Positional.uniformCarryEvent_probability	d8d905b3653a03e5a0d3ed09b2c096e351c060b2	-	e42ec70c77c9f1c9500827f7aa4f1354bd327f70615198f2a932b7d213ffb1d3	The uniform event is the zero residue class modulo the depth power.
NCG-REA-001	NativeCarryGeometry.Operator.quadraticEnergy_rotationDirection	NativeCarryGeometry.Operator.RealState	Real Rotation Unit-Energy Theorem	theorem	renamed_wrapper	CPFormal.Analytic.Cp.nativeCarryRealPlaneEnergy_direction	aca6e10ec5a17872af62369013ac07fe0e022acb	-	f8f579a465c37e4cb733c725561d15e38986cf867452a0b65682da9a7d6418af	Direct public wrapper of the historical result.
